http://publicspending.medialab.ntua.gr/resource/organizations/6146;Δήμος Κερατσινίου - Δραπετσώνας
http://publicspending.medialab.ntua.gr/resource/organizations/6148;Δήμος Κεφαλονιάς
http://publicspending.medialab.ntua.gr/resource/organizations/6149;Δήμος Κηφισιάς
http://publicspending.medialab.ntua.gr/resource/organizations/6150;Δήμος Κιλελέρ
http://publicspending.medialab.ntua.gr/resource/organizations/6153;Δήμος Κισσάμου
http://publicspending.medialab.ntua.gr/resource/organizations/6154;Δήμος Κοζάνης
http://publicspending.medialab.ntua.gr/resource/organizations/6155;Δήμος Κομοτηνής
http://publicspending.medialab.ntua.gr/resource/organizations/6157;Δήμος Κορδελιού - Ευόσμου
http://publicspending.medialab.ntua.gr/resource/organizations/6163;Δήμος Κύμης - Αλιβερίου
http://publicspending.medialab.ntua.gr/resource/organizations/6165;Δήμος Λαγκαδά
http://publicspending.medialab.ntua.gr/resource/organizations/6166;Δήμος Λαμιέων
http://publicspending.medialab.ntua.gr/resource/organizations/6167;Δήμος Λαρισαίων
http://publicspending.medialab.ntua.gr/resource/organizations/6168;Δήμος Λαυρεωτικής
http://publicspending.medialab.ntua.gr/resource/organizations/6169;Δήμος Λεβαδέων
http://publicspending.medialab.ntua.gr/resource/organizations/6171;Δήμος Λέρου
http://publicspending.medialab.ntua.gr/resource/organizations/6172;Δήμος Λέσβου
http://publicspending.medialab.ntua.gr/resource/organizations/6174;Δήμος Λήμνου
http://publicspending.medialab.ntua.gr/resource/organizations/6175;Δήμος Λίμνης Πλαστήρα
http://publicspending.medialab.ntua.gr/resource/organizations/6176;Δήμος Λοκρών
http://publicspending.medialab.ntua.gr/resource/organizations/6177;Δήμος Λουτρακίου - Αγ. Θεοδώρων
http://publicspending.medialab.ntua.gr/resource/organizations/6178;Δήμος Λυκόβρυσης - Πεύκης
http://publicspending.medialab.ntua.gr/resource/organizations/6179;Δήμος Μακρακώμης
http://publicspending.medialab.ntua.gr/resource/organizations/6180;Δήμος Μαλεβιζίου
http://publicspending.medialab.ntua.gr/resource/organizations/6183;Δήμος Μαραθώνος
http://publicspending.medialab.ntua.gr/resource/organizations/6184;Δήμος Μαρκοπούλου Μεσογαίας
http://publicspending.medialab.ntua.gr/resource/organizations/6185;Δήμος Μαρωνείας - Σαπών
http://publicspending.medialab.ntua.gr/resource/organizations/6187;Δήμος Μεγανησίου
http://publicspending.medialab.ntua.gr/resource/organizations/6188;Δήμος Μεγαρέων
http://publicspending.medialab.ntua.gr/resource/organizations/6189;Δήμος Μεγίστης
http://publicspending.medialab.ntua.gr/resource/organizations/6192;Δήμος Μετσόβου
http://publicspending.medialab.ntua.gr/resource/organizations/6193;Δήμος Μήλου
