"agent"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123949725"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123949737"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123954483"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123956440"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123957020"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123957958"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123966328"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123967509"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123967792"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123968487"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123969343"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123969785"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123973891"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123976440"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123981276"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123982920"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123987127"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123988580"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123988751"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123989434"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123990758"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123992137"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123994886"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123995810"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123997422"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/123998351"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124000009"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124004094"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124008070"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124018744"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124018850"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124020579"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124023975"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124024462"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124024529"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124027790"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124041089"
"http://publicspending.medialab.ntua.gr/resource/paymentAgents/124043360"
