http://publicspending.medialab.ntua.gr/resource/paymentAgents/090003373,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Mexican_Social_Security_Institute
http://publicspending.medialab.ntua.gr/resource/paymentAgents/090003373,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Institute_for_Social_Security_and_Services_for_State_Workers
http://publicspending.medialab.ntua.gr/resource/paymentAgents/090010376,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Employment_agency
http://publicspending.medialab.ntua.gr/resource/paymentAgents/090010376,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Employment_Agency_Standards_Inspectorate
http://publicspending.medialab.ntua.gr/resource/paymentAgents/090010376,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Agency_worker_law
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094325955,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Athens_Metro
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094325955,http://www.w3.org/2002/07/owl#sameAs,http://el.dbpedia.org/resource/Μετρό_Αθήνας
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094325955,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Subway
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Egnatia_Odos_(modern_road)
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://el.dbpedia.org/resource/Εγνατία_Οδός
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Egnatia_Odos_%28modern_road%29
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Egnatia_Odos
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Egnatia_Street,_Thessaloniki
http://publicspending.medialab.ntua.gr/resource/paymentAgents/094449128,http://www.w3.org/2002/07/owl#sameAs,http://el.dbpedia.org/resource/Οδός_Εγνατίας_(Θεσσαλονίκη)
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/AnsaldoBreda
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/NSB_Class_72
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Ansaldobreda_A650
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/AnsaldoBreda_Driverless_Metro
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/AnsaldoBreda_Meneghino
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Kato_Vermio
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://el.dbpedia.org/resource/Κάτω_Βέρμιο_Ημαθίας
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Ansaldo
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Impregilo
http://publicspending.medialab.ntua.gr/resource/paymentAgents/998825645,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Aegek_SA
